code,en_name,en_simp,cn_name,cn_simp
0366,"goldsmiths,universityoflondon",guol,伦敦大学金史密斯学院,伦敦金史密斯
0367,hanyanguniversity,hu,汉阳大学,汉阳
0368,hasseltuniversity,hu,哈瑟尔特大学,哈瑟尔特
0369,hofstrauniversity,hu,霍夫斯特拉大学,霍夫斯特拉
0370,universityoficeland,uoi,冰岛大学,冰岛
0371,imtatlantique,ia,法国大西洋高等矿业电信学校,法国大西洋高等矿业电信学校
0372,indianinstituteoftechnologyindore,iioti,印度理工学院印多尔分校,印度理工印多尔分校
0373,iowastateuniversity,isu,爱荷华州立大学,爱荷华州立
0374,jordanuniversityofscienceandtechnology,juosat,约旦科技大学,约旦科技
0375,justusliebiguniversitygiessen,jlug,吉森大学,吉森
0376,universityofkent,uok,肯特大学,肯特
0377,khalifauniversity,ku,哈里发大学,哈里发
0378,loughboroughuniversity,lu,拉夫堡大学,拉夫堡
0379,universityofmanitoba,uom,曼尼托巴大学,曼尼托巴
0380,nankaiuniversity,nu,南开大学,南开
0381,universityofnaplesfedericoii,uonfi,那不勒斯腓特烈二世大学,那不勒斯腓特烈二世
0382,nationaltsinghuauniversity,nthu,国立清华大学,国立清华
0383,northumbriauniversity,nu,诺森比亚大学,诺森比亚
0384,"universityofoccupationalandenvironmentalhealth,japan",uooaehj,日本职业与环境卫生大学,日本职业与环境卫生
0385,örebrouniversity,öu,厄勒布鲁大学,厄勒布鲁
0386,oregonstateuniversity,osu,俄勒冈州立大学,俄勒冈州立
0387,universityofperugia,uop,佩鲁贾大学,佩鲁贾
0388,universityofpisa,uop,比萨大学,比萨
0389,rmituniversity,ru,皇家墨尔本理工大学,皇家墨尔本理工
0390,universityofsalerno,uos,萨勒诺大学,萨勒诺
0391,stateuniversityofnewyorkalbany,suonya,纽约州立大学阿尔巴尼分校,纽约州立阿尔巴尼分校
0392,universityofstirling,uos,斯特林大学,斯特林
0393,swinburneuniversityoftechnology,suot,斯威本科技大学,斯威本科技
0394,taipeimedicaluniversity,tmu,台北医学大学,台北医学
0395,tudortmunduniversity,tdu,多特蒙德工业大学,多特蒙德工业
0396,universityofturku,uot,图库大学,图库
0397,"universitédeversaillessaint,quentin,en,yvelines",udvsqey,凡尔赛大学,凡尔赛
0398,viennauniversityoftechnology,vuot,维也纳工业大学,维也纳工业
0399,washingtonstateuniversity,wsu,华盛顿州立大学,华盛顿州立
0400,waynestateuniversity,wsu,韦恩州立大学,韦恩州立
0401,wuhanuniversity,wu,武汉大学,武汉
0402,aberystwythuniversity,au,阿伯斯威大学,阿伯斯威
0403,universityofalabama,uoa,阿拉巴马大学,阿拉巴马
0404,americanuniversity,au,美利坚大学,美利坚
0405,aswanuniversity,au,阿斯旺大学,阿斯旺
0406,bangoruniversity,bu,班戈大学,班戈
0407,universityofbarialdomoro,uobam,巴里大学,巴里
0408,bonduniversity,bu,邦德大学,邦德
0409,universityofbordeaux,uob,波尔多大学,波尔多
0410,bournemouthuniversity,bu,伯恩茅斯大学,伯恩茅斯
0411,universitibruneidarussalam,ubd,文莱达鲁萨兰大学,文莱达鲁萨兰
0412,cankayauniversity,cu,詹卡亚大学,詹卡亚
0413,centralenantes,cn,南特中央理工学校,南特中央理工学校
0414,centralsouthuniversity,csu,中南大学,中南
0415,charlesuniversityinprague,cuip,布拉格查尔斯大学,布拉格查尔斯
0416,"city,universityoflondon",cuol,伦敦城市大学,伦敦城市
0417,"coloradostateuniversity,fortcollins",csufc,科罗拉多州立大学,科罗拉多州立
0418,universityofcôted’azur,uocd,里维埃拉大学,里维埃拉
0419,covenantuniversity,cu,圣约大学,圣约
0420,universityofcyprus,uoc,塞浦路斯大学,塞浦路斯
0421,universityofdesarrollo,uod,德萨罗洛大学,德萨罗洛
0422,diegoportalesuniversity,dpu,迭戈波尔特大学,迭戈波尔特
0423,drexeluniversity,du,德雷塞尔大学,德雷塞尔
0424,universityofeasternfinland,uoef,东芬兰大学,东芬兰
0425,"écoledesminesdesaint,étienne",édmdsé,圣艾蒂安高等矿业学院,圣艾蒂安高等矿业
0426,edithcowanuniversity,ecu,埃迪斯科文大学,埃迪斯科文
0427,"federaluniversityoftoulousemidi,pyrénées",fuotmp,图卢兹联邦大学,图卢兹联邦
0428,universityofferrara,uof,费拉拉大学,费拉拉
0429,"freeuniversityofbozen,bolzano",fuobb,博尔扎诺自由大学,博尔扎诺自由
0430,fujitahealthuniversity,fhu,藤田保健卫生大学,藤田保健卫生
0431,universityofgenoa,uog,热那亚大学,热那亚
0432,universityofgeorgia,uog,佐治亚大学,佐治亚
0433,georgiastateuniversity,gsu,佐治亚州立大学,佐治亚州立
0434,gwangjuinstituteofscienceandtechnology,giosat,光州科技学院,光州科技
0435,harbininstituteoftechnology,hiot,哈尔滨工业大学,哈尔滨工业
0436,hokkaidouniversity,hu,北海道大学,北海道
0437,hongkongbaptistuniversity,hkbu,香港浸会大学,香港浸会
0438,universityofhouston,uoh,休斯敦大学,休斯敦
0439,hunanuniversity,hu,湖南大学,湖南
0440,indianinstituteoftechnologybombay,iiotb,印度理工学院孟买分校,印度理工孟买分校
0441,indianinstituteoftechnologydelhi,iiotd,印度理工学院德里分校,印度理工德里分校
0442,indianinstituteoftechnologykharagpur,iiotk,印度理工学院克勒格布尔分校,印度理工克勒格布尔分校
0443,universityofinnsbruck,uoi,因斯布鲁克大学,因斯布鲁克
0444,itmouniversity,iu,圣彼得堡国立信息技术大学,圣彼得堡国立信息技术
0445,universityofkansas,uok,堪萨斯大学,堪萨斯
0446,universityofkentucky,uok,肯塔基大学,肯塔基
0447,"universityofkwazulu,natal",uokn,夸祖鲁-纳塔尔大学,夸祖鲁-纳塔尔
0448,kyushuuniversity,ku,九州大学,九州
0449,leibnizuniversityhanover,luh,汉诺威大学,汉诺威
0450,linköpinguniversity,lu,林雪平大学,林雪平
0451,liverpooljohnmooresuniversity,ljmu,利物浦约翰摩尔斯大学,利物浦约翰摩尔斯
0452,mansourauniversity,mu,曼苏拉大学,曼苏拉
0453,middlesexuniversity,mu,米德塞斯大学,米德塞斯
0454,"universityofmilan,bicocca",uomb,米兰比可卡大学,米兰比可卡
0455,"universityofmissouri,columbia",uomc,密苏里大学,密苏里
0456,"universityofmissouri,stlouis",uomsl,密苏里大学圣路易斯分校,密苏里圣路易斯分校
0457,universityofmodenaandreggioemilia,uomare,艾米利亚大学,艾米利亚
0458,murdochuniversity,mu,默多克大学,默多克
0459,nationalresearchnuclearuniversitymephi,nrnum,莫斯科核子研究大学,莫斯科核子研究
0460,"universityofnebraska,lincoln",uonl,内布拉斯加大学林肯分校,内布拉斯加林肯分校
0461,newmexicoinstituteofminingandtechnology,nmiomat,新墨西哥矿业技术学院,新墨西哥矿业技术
0462,norwegianuniversityofscienceandtechnology,nuosat,挪威科技大学,挪威科技
0463,oklahomastateuniversity,osu,俄克拉荷马州立大学,俄克拉荷马州立
0464,universityofpavia,uop,帕维亚大学,帕维亚
0465,universityofperadeniya,uop,佩拉德尼亚大学,佩拉德尼亚
0466,universityofthephilippines,uotp,菲律宾大学,菲律宾
0467,polytechnicuniversityofbari,puob,巴里理工大学,巴里理工
0468,pontificaljaverianauniversity,pju,杰斐逊大学,杰斐逊
0469,universityofporto,uop,波尔图大学,波尔图
0470,universityofportsmouth,uop,朴茨茅斯大学,朴茨茅斯
0471,qataruniversity,qu,卡塔尔大学,卡塔尔
0472,"quaid,i,azamuniversity",qiau,奎德阿萨姆大学,奎德阿萨姆
0473,rensselaerpolytechnicinstitute,rpi,伦斯勒理工学院,伦斯勒理工
0474,royalveterinarycollege,rvc,皇家兽医学院,皇家兽医
0475,sabancıuniversity,su,萨班哲大学,萨班哲
0476,universityofstgallen,uosg,圣加仑大学,圣加仑
0477,universityofsaskatchewan,uos,萨斯喀彻温大学,萨斯喀彻温
0478,sciencespo,sp,巴黎政治学院,巴黎政治
0479,sejonguniversity,su,世宗大学,世宗
0480,semmelweisuniversity,su,塞梅尔魏斯大学,塞梅尔魏斯
0481,universityofsiena,uos,锡耶纳大学,锡耶纳
0482,soasuniversityoflondon,suol,伦敦大学亚非学院,伦敦亚非
0483,"universityofsouthcarolina,columbia",uoscc,南卡罗来纳大学,南卡罗来纳
0484,universityofstrasbourg,uos,斯特拉斯堡大学,斯特拉斯堡
0485,universityofstrathclyde,uos,斯凯莱德大学,斯凯莱德
0486,technionisraelinstituteoftechnology,tiiot,以色列理工学院,以色列理工
0487,teikyouniversity,tu,帝京大学,帝京
0488,universityoftexasatsanantonio,uotasa,德克萨斯大学安东尼奥分校,德克萨斯安东尼奥分校
0489,tokyomedicalanddentaluniversity(tmdu),tmadu(,东京医科齿科大学,东京医科齿科
0490,tongjiuniversity,tu,同济大学,同济
0491,universityoftrieste,uot,的里雅斯特大学,的里雅斯特
0492,universityoftsukuba,uot,筑波大学,筑波
0493,universityoftulsa,uot,塔尔萨大学,塔尔萨
0494,universityofturin,uot,都灵大学,都灵
0495,uitthearcticuniversityofnorway,utauon,特罗姆瑟大学,特罗姆瑟
0496,universityofurbinocarlobo,uoucb,乌尔比诺大学,乌尔比诺
0497,universityofvalencia,uov,瓦伦西亚大学,瓦伦西亚
0498,veronauniversity,vu,维罗纳大学,维罗纳
0499,universityofvictoria,uov,维多利亚大学（加拿大）,维多利亚（加拿大）
0500,yasoujuniversity,yu,亚苏支大学,亚苏支
0501,yorkuniversity,yu,约克大学（加拿大）,约克（加拿大）
0502,universityofalabamainhuntsville,uoaih,阿拉巴马大学亨茨维尔分校,阿拉巴马亨茨维尔分校
0503,amirkabiruniversityoftechnology,auot,阿米喀布尔理工大学,阿米喀布尔理工
0504,universityofl’aquila,uol,拉奎拉大学,拉奎拉
0505,astonuniversity,au,阿斯顿大学,阿斯顿
0506,universidadautónomadechile,uadc,智利自治大学,智利自治
0507,"bar,ilanuniversity",biu,巴伊兰大学,巴伊兰
0508,beihanguniversity,bu,北京航空航天大学,北京航空航天
0509,bilkentuniversity,bu,毕尔坎特大学,毕尔坎特
0510,"binghamtonuniversity,stateuniversityofnewyork",busuony,纽约州立大学宾汉姆顿分校,纽约州立宾汉姆顿分校
0511,"universitébourgognefranche,comté(ubfc)",ubfc(,勃艮第大学,勃艮第
0512,universityofbrescia,uob,布雷西亚大学,布雷西亚
0513,universityofcampinas,uoc,坎皮纳斯大学,坎皮纳斯
0514,carletonuniversity,cu,卡尔顿大学,卡尔顿
0515,universityofcatania,uoc,卡塔尼亚大学,卡塔尼亚
0516,catholicuniversityofthesacredheart,cuotsh,圣心天主大学,圣心天主
0517,centralesupélec,CentraleSupélec,法国中央理工学院,法国中央理工
0518,charlesdarwinuniversity,cdu,查尔斯达尔文大学,查尔斯达尔文
0519,instituteofchemicaltechnology,ioct,印度化学技术研究所,印度化学技术研究所
0520,"chinamedicaluniversity,taiwan",cmut,中国医药大学,中国医药
0521,"chung,anguniversity",cau,韩国中央大学,韩国中央
0522,claudebernarduniversitylyon1,cbul1,里昂第一大学,里昂第一
0523,complutenseuniversityofmadrid,cuom,马德里康普斯顿大学,马德里康普斯顿
0524,eastchinanormaluniversity,ecnu,华东师范大学,华东师范
0525,floridainternationaluniversity,fiu,佛罗里达国际大学,佛罗里达国际
0526,universityofgraz,uog,格拉茨大学,格拉茨
0527,grazuniversityoftechnology,guot,格拉茨工业大学,格拉茨工业
0528,universityofgreifswald,uog,格赖夫斯瓦尔德大学,格赖夫斯瓦尔德
0529,universityofguelph,uog,贵湖大学,贵湖
0530,hacettepeuniversity,hu,哈斯特帕大学,哈斯特帕
0531,universityofhaifa,uoh,海法大学,海法
0532,hamburguniversityoftechnology,huot,汉堡工业大学,汉堡工业
0533,universityofhull,uoh,赫尔大学,赫尔
0534,universityofibadan,uoi,伊巴丹大学,伊巴丹
0535,universityofidaho,uoi,爱达荷大学,爱达荷
0536,indianinstituteoftechnologygandhinagar,iiotg,印度甘地那加理工学院,印度甘地那加理工
0537,indianinstituteoftechnologyroorkee,iiotr,印度理工学院鲁尔基分校,印度理工鲁尔基分校
0538,universityofinsubria,uoi,因苏比亚大学,因苏比亚
0539,universityofjyväskylä,uoj,于韦斯屈莱大学,于韦斯屈莱
0540,kansaimedicaluniversity,kmu,关西医科大学,关西医科
0541,universityofkashan,uok,卡尚大学,卡尚
0542,keeleuniversity,ku,基尔大学,基尔
0543,kingfahduniversityofpetroleumandminerals,kfuopam,法赫德国王石油与矿产大学,法赫德国王石油与矿产
0544,kingsauduniversity,ksu,沙特国王大学,沙特国王
0545,kingsaudbinabdulazizuniversityforhealthsciences,ksbaufhs,阿卜杜勒国王健康科学大学,阿卜杜勒国王健康科学
0546,koçuniversity,ku,科奇大学,科奇
0547,"lappeenranta,lahtiuniversityoftechnologylut",lluotl,拉彭兰塔理工大学,拉彭兰塔理工
0548,universityoflimerick,uol,利默里克大学,利默里克
0549,lincolnuniversity,lu,林肯大学,林肯
0550,universityoflisbon,uol,里斯本大学,里斯本
0551,louisianastateuniversity,lsu,路易斯安那州立大学,路易斯安那州立
0552,marchepolytechnicuniversity,mpu,马尔凯理工大学,马尔凯理工
0553,mashhaduniversityofmedicalsciences,muoms,马什哈德医科大学,马什哈德医科
0554,masseyuniversity,mu,梅西大学,梅西
0555,memorialuniversityofnewfoundland,muon,纽芬兰纪念大学,纽芬兰纪念
0556,missouriuniversityofscienceandtechnology,muosat,密苏里科技大学,密苏里科技
0557,nationalandkapodistrianuniversityofathens,nakuoa,雅典大学,雅典
0558,nationalchiaotunguniversity,nctu,国立交通大学,国立交通
0559,nationaltaiwanuniversityofscienceandtechnology(taiwantech),ntuosat(t,国立台湾科技大学,国立台湾科技
0560,"nationalyang,minguniversity",nymu,国立阳明大学,国立阳明
0561,universityofnebraskamedicalcenter,uonmc,内布拉斯加大学医学中心,内布拉斯加医学中心
0562,universityofneuchâtel,uon,纳沙泰尔大学,纳沙泰尔
0563,newjerseyinstituteoftechnology,njiot,新泽西理工学院,新泽西理工
0564,northernarizonauniversity,nau,北亚利桑那大学,北亚利桑那
0565,"north,westuniversity",nwu,西北大学（南非）,西北（南非）
0566,norwegianuniversityoflifesciences,nuols,挪威生命科学大学,挪威生命科学
0567,novosibirskstateuniversity,nsu,新西伯利亚国立大学,新西伯利亚国立
0568,theopenuniversity,tou,开放大学,开放
0569,openuniversityofcatalonia,ouoc,加泰罗尼亚开放大学,加泰罗尼亚开放
0570,universidadperuanacayetanoheredia,upch,卡耶塔诺埃雷迪亚大学,卡耶塔诺埃雷迪亚
0571,peterthegreatstpetersburgpolytechnicuniversity,ptgsppu,圣彼得堡理工大学,圣彼得堡理工
0572,universityofplymouth,uop,普利茅斯大学,普利茅斯
0573,polytechnicuniversityofturin,puot,都灵理工大学,都灵理工
0574,pontificalcatholicuniversityofchile,pcuoc,智利天主大学,智利天主
0575,renminuniversityofchina,ruoc,中国人民大学,中国人民
0576,universityofrhodeisland,uori,罗德岛大学,罗德岛
0577,universityofromeii–torvergata,uori–tv,罗马第二大学,罗马第二
0578,universityofromeiii,uori,罗马第三大学,罗马第三
0579,universityofroviraivirgili,uoriv,罗维拉大学,罗维拉
0580,sandiegostateuniversity,sdsu,圣地亚哥州立大学,圣地亚哥州立
0581,sharifuniversityoftechnology,suot,沙里夫理工大学,沙里夫理工
0582,shenzhenuniversity,su,深圳大学,深圳
0583,universityofsiegen,uos,锡根大学,锡根
0584,soochowuniversity,su,苏州大学,苏州
0585,southchinauniversityoftechnology,scuot,华南理工大学,华南理工
0586,southeastuniversity,su,东南大学,东南
0587,suezcanaluniversity,scu,苏伊士运河大学,苏伊士运河
0588,tehranuniversityofmedicalsciences,tuoms,德黑兰医科大学,德黑兰医科
0589,tianjinuniversity,tu,天津大学,天津
0590,tomskstateuniversity,tsu,托木斯克国立大学,托木斯克国立
0591,universititunkuabdulrahman(utar),utar(,东姑阿都拉曼大学,东姑阿都拉曼
0592,universityofudine,uou,乌迪内大学,乌迪内
0593,victoriauniversityofwellington,vuow,惠灵顿维多利亚大学,惠灵顿维多利亚
0594,universityofwaikato,uow,怀卡托大学,怀卡托
0595,theuniversityofthewestindies,tuotwi,西印第安大学系统,西印第安系统
0596,universityofthewestofscotland,uotwos,西苏格兰大学,西苏格兰
0597,"universityofwisconsin,milwaukee",uowm,威斯康辛大学密尔沃基分校,威斯康辛密尔沃基分校
0598,universityofwuppertal,uow,伍珀塔尔大学,伍珀塔尔
0599,xiamenuniversity,xu,厦门大学,厦门
0600,xi’anjiaotonguniversity,xju,西安交通大学,西安交通
0601,yokohamacityuniversity,ycu,横滨市立大学,横滨市立
0602,åboakademiuniversity,åau,埃博学术大学,埃博学术
0603,theuniversityofaizu,tuoa,会津大学,会津
0604,universityofalcalá,uoa,阿尔卡拉大学,阿尔卡拉
0605,amedeoavogadrouniversityofeasternpiedmont,aauoep,阿莫迪欧·阿伏加德罗东皮埃蒙特大学,阿莫迪欧·阿伏加德罗东皮埃蒙特
0606,amritavishwavidyapeetham,avv,甘露大学,甘露
0607,"universityoftheandes,colombia",uotac,安第斯大学,安第斯
0608,aristotleuniversityofthessaloniki,auot,亚里士多德大学,亚里士多德
0609,universityofarkansas,uoa,阿肯色大学,阿肯色
0610,auburnuniversity,au,奥本大学,奥本
0611,universityofaveiro,uoa,阿威罗大学,阿威罗
0612,universityofthebalearicislands,uotbi,巴利阿里大学,巴利阿里
0613,banarashinduuniversity,bhu,贝拿勒斯印度教大学,贝拿勒斯印度教
0614,universityofthebasquecountry,uotbc,巴斯克大学,巴斯克
0615,bayloruniversity,bu,贝勒大学,贝勒
0616,beijinginstituteoftechnology,biot,北京理工大学,北京理工
0617,universityofbeirainterior,uobi,贝拉内大学,贝拉内
0618,"beni,suefuniversity",bsu,贝尼索夫大学,贝尼索夫
0619,universityofbergamo,uob,贝加莫大学,贝加莫
0620,boğaziçiuniversity,bu,海峡大学,海峡
0621,universityofbrighton,uob,布莱顿大学,布莱顿
0622,ca’foscariuniversityofvenice,cfuov,威尼斯大学,威尼斯
0623,cairouniversity,cu,开罗大学,开罗
0624,universityofcalabria,uoc,卡拉布里亚大学,卡拉布里亚
0625,universityofcentralflorida,uocf,中佛罗里达大学,中佛罗里达
0626,centralqueenslanduniversity,cqu,中央昆士兰大学,中央昆士兰
0627,chemnitzuniversityoftechnology,cuot,开姆尼茨工业大学,开姆尼茨工业
0628,chinaagriculturaluniversity,cau,中国农业大学,中国农业
0629,"chinauniversityofpetroleum,beijing",cuopb,中国石油大学（北京）,中国石油（北京）
0630,clemsonuniversity,cu,克莱蒙森大学,克莱蒙森
0631,universityofclermontauvergne,uoca,科尔蒙特大学,科尔蒙特
0632,universityofcoimbra,uoc,科英布拉大学,科英布拉
0633,comsatsuniversityislamabad,cui,伊斯兰堡通信卫星大学,伊斯兰堡通信卫星
0634,concordiauniversity,cu,康考迪亚大学,康考迪亚
0635,universityofcostarica,uocr,哥斯达黎加大学,哥斯达黎加
0636,coventryuniversity,cu,考文垂大学,考文垂
0637,creightonuniversity,cu,克雷顿大学,克雷顿
0638,dalianuniversityoftechnology,duot,大连理工大学,大连理工
0639,universityofdelhi,uod,德里大学,德里
0640,demontfortuniversity,dmu,德蒙福特大学,德蒙福特
0641,dublincityuniversity,dcu,都柏林城市大学,都柏林城市
0642,eastchinauniversityofscienceandtechnology,ecuosat,华东理工大学,华东理工
0643,écolecentraledelyon,écdl,巴黎中央理工学院,巴黎中央理工
0644,"écolenormalesupérieureparis,saclay",énsps,巴黎萨克雷高等师范学院,巴黎萨克雷高等师范
0645,universityofelectronicscienceandtechnologyofchina,uoesatoc,电子科技大学,电子科技
0646,eötvösloránduniversity,elu,匈牙利罗兰大学,匈牙利罗兰
0647,ewhawomansuniversity,ewu,梨花女子大学,梨花女子
0648,federaluniversityofminasgerais,fuomg,米纳斯吉拉斯联邦大学,米纳斯吉拉斯联邦
0649,federaluniversityofriograndedosul,fuorgds,南里奥格兰德联邦大学,南里奥格兰德联邦
0650,federaluniversityofsantacatarina,fuosc,圣卡塔琳娜联邦大学,圣卡塔琳娜联邦
0651,federaluniversityofsãopaulo(unifesp),fuosp(,圣保罗联邦大学,圣保罗联邦
0652,ferhatabbassétifuniversity1,fasu1,费尔哈特·阿巴斯塞提夫大学,费尔哈特·阿巴斯塞提夫
0653,universityofgirona,uog,赫罗纳大学,赫罗纳
0654,glasgowcaledonianuniversity,gcu,格拉斯哥卡利多尼亚大学,格拉斯哥卡利多尼亚
0655,universityofgranada,uog,格拉纳达大学,格拉纳达
0656,universityofgreenwich,uog,格林威治大学,格林威治
0657,universityofhertfordshire,uoh,赫特福德大学,赫特福德
0658,hiroshimauniversity,hu,广岛大学,广岛
0659,huazhongagriculturaluniversity,hau,华中农业大学,华中农业
0660,universityofhuddersfield,uoh,哈德斯菲尔德大学,哈德斯菲尔德
0661,idcherzliya,ih,以色列赫兹利亚跨学科研究中心,以色列赫兹利亚跨学科研究中心
0662,imamkhomeiniinternationaluniversity,ikiu,霍梅尼国际大学,霍梅尼国际
0663,"indianinstituteofscienceeducationandresearch,pune",iiosearp,印度科学教育研究所浦那分校,印度科学教育研究所浦那分校
0664,indianinstituteoftechnologybhubaneswar,iiotb,印度理工学院布巴内斯瓦尔分校,印度理工布巴内斯瓦尔分校
0665,indianinstituteoftechnologyguwahati,iiotg,印度理工学院古瓦哈提分校,印度理工古瓦哈提分校
0666,indianinstituteoftechnologyhyderabad,iioth,印度理工学院海德拉巴分校,印度理工海德拉巴分校
0667,indianinstituteoftechnologykanpur,iiotk,印度理工学院坎普尔分校,印度理工坎普尔分校
0668,indianinstituteoftechnologymadras,iiotm,印度理工学院马德拉斯分校,印度理工马德拉斯分校
0669,universityofindonesia,uoi,印度尼西亚大学,印度尼西亚
0670,universityofinternationalbusinessandeconomics,uoibae,对外经济贸易大学,对外经济贸易
0671,universityofioannina,uoi,约阿尼纳大学,约阿尼纳
0672,iranuniversityofmedicalsciences,iuoms,伊朗医科大学,伊朗医科
0673,iranuniversityofscienceandtechnology,iuosat,伊朗科技大学,伊朗科技
0674,"iscte,universityinstituteoflisbon",iuiol,里斯本大学高级商务与劳动科学研究所,里斯本高级商务与劳动科学研究所
0675,isfahanuniversityoftechnology,iuot,伊斯法罕理工大学,伊斯法罕理工
0676,istanbultechnicaluniversity,itu,伊斯坦布尔理工大学,伊斯坦布尔理工
0677,jagiellonianuniversity,ju,雅盖隆大学,雅盖隆
0678,jamiamilliaislamia,jmi,国立伊斯兰大学,国立伊斯兰
0679,jaumeiuniversity,jiu,海梅一世大学,海梅一世
0680,jawaharlalnehruuniversity,jnu,尼赫鲁大学,尼赫鲁
0681,jiangsunormaluniversity,jnu,江苏师范大学,江苏师范
0682,jikeiuniversityschoolofmedicine,jusom,東京慈恵会医科大学,東京慈恵会医科
0683,universityofjohannesburg,uoj,约翰内斯堡大学,约翰内斯堡
0684,johanneskepleruniversityoflinz,jkuol,林茨大学,林茨
0685,kafrelsheikhuniversity,ku,谢赫大学,谢赫
0686,universityofkaiserslautern,uok,凯泽斯劳滕工业大学,凯泽斯劳滕工业
0687,kansasstateuniversity,ksu,堪萨斯州立大学,堪萨斯州立
0688,kazanfederaluniversity,kfu,喀山联邦大学,喀山联邦
0689,universitikebangsaanmalaysia,ukm,马来西亚国民大学,马来西亚国民
0690,keiouniversity,ku,庆应义塾大学,庆应义塾
0691,kentstateuniversity,ksu,肯特州立大学,肯特州立
0692,kindaiuniversity,ku,近畿大学,近畿
0693,kingkhaliduniversity,kku,哈立德国王大学,哈立德国王
0694,kobeuniversity,ku,神户大学,神户
0695,konkukuniversity,ku,建国大学,建国
0696,kurumeuniversity,ku,久留米大学,久留米
0697,lakeheaduniversity,lu,湖首大学,湖首
0698,universityoflalaguna,uoll,拉古纳大学,拉古纳
0699,lehighuniversity,lu,里海大学,里海
0700,universityofleoben,uol,莱奥本大学,莱奥本
0701,universityoflille,uol,里尔大学,里尔
0702,universityoflincoln,uol,林肯大学（英国）,林肯（英国）
0703,universityofljubljana,uol,卢布尔雅那大学,卢布尔雅那
0704,universityoflleida,uol,莱里达大学,莱里达
0705,universityoflorraine,uol,洛林大学,洛林
0706,"lumièreuniversity,lyon2",lul2,里昂第二大学,里昂第二
0707,maefahluanguniversity,mflu,泰国太后大学,泰国太后
0708,mahidoluniversity,mu,玛希隆大学,玛希隆
0709,makerereuniversity,mu,麦克雷雷大学,麦克雷雷
0710,universitimalaysiaperlis,ump,马来西亚玻璃市大学,马来西亚玻璃市
0711,universityofmalta,uom,马耳他大学,马耳他
0712,manchestermetropolitanuniversity,mmu,曼彻斯特都会大学,曼彻斯特都会
0713,"universityofmaryland,baltimorecounty",uombc,马里兰大学巴尔的摩郡分校,马里兰巴尔的摩郡分校
0714,masarykuniversity,mu,马萨里克大学,马萨里克
