code,en_name,en_simp,cn_name,cn_simp
0715,metropolitanautonomousuniversity,mau,墨西哥自治都会大学,墨西哥自治都会
0716,middleeasttechnicaluniversity,metu,中东理工大学,中东理工
0717,miguelhernándezuniversityofelche,mhuoe,埃尔南德斯大学,埃尔南德斯
0718,universityofminho,uom,米尼奥大学,米尼奥
0719,montanastateuniversity,msu,蒙大拿州立大学,蒙大拿州立
0720,monterreyinstituteoftechnology,miot,蒙特雷理工学院,蒙特雷理工
0721,nanjinguniversityofinformationscienceandtechnology,nuoisat,南京信息工程大学,南京信息工程
0722,nanjingmedicaluniversity,nmu,南京医科大学,南京医科
0723,nanjingnormaluniversity,nnu,南京师范大学,南京师范
0724,universityofnantes,uon,南特大学,南特
0725,nationalautonomousuniversityofmexico,nauom,墨西哥国立自治大学,墨西哥国立自治
0726,nationalchengkunguniversity(ncku),ncku(,国立成功大学,国立成功
0727,nationalinstituteofappliedsciencesoflyon(insalyon),nioasol(l,里昂应用科学学院,里昂应用科学
0728,nationaluniversityofscienceandtechnology(misis),nuosat(,俄罗斯国立科技大学,俄罗斯国立科技
0729,nationaltaiwannormaluniversity,ntnu,国立台湾师范大学,国立台湾师范
0730,nationaltechnicaluniversityofathens,ntuoa,雅典国立科技大学,雅典国立科技
0731,"universityofnevada,lasvegas",uonlv,内华达大学拉斯维加斯分校,内华达拉斯维加斯分校
0732,newmexicostateuniversity(maincampus),nmsu(c,新墨西哥州立大学,新墨西哥州立
0733,nipponmedicalschool,nms,日本医科大学,日本医科
0734,universityofnorthcarolinaatgreensboro,uoncag,北卡罗来纳大学格林波若分校,北卡罗来纳格林波若分校
0735,northwesternpolytechnicaluniversity,npu,西北工业大学,西北工业
0736,nottinghamtrentuniversity,ntu,诺丁汉特伦特大学,诺丁汉特伦特
0737,novauniversityoflisbon,nuol,新葡京大学,新葡京
0738,ohiouniversity(maincampus),ou(c,俄亥俄大学,俄亥俄
0739,olddominionuniversity,odu,欧道明大学,欧道明
0740,universityofoviedo,uoo,奥维多大学,奥维多
0741,oxfordbrookesuniversity,obu,牛津布鲁克斯大学,牛津布鲁克斯
0742,palackýuniversityolomouc,puo,帕拉茨基大学,帕拉茨基
0743,universityofpalermo,uop,巴勒摩大学,巴勒摩
0744,panjabuniversity,pu,旁遮普大学（印度）,旁遮普（印度）
0745,"panthéon,sorbonneuniversity–paris1",psu–p1,巴黎第一大学,巴黎第一
0746,universityofparma,uop,帕尔马大学,帕尔马
0747,polytechnicuniversityofcatalonia,puoc,加泰罗尼亚理工大学,加泰罗尼亚理工
0748,"pontificalcatholicuniversityofriodejaneiro(puc,rio)",pcuordj(r,里约热内卢天主大学,里约热内卢天主
0749,portlandstateuniversity,psu,波特兰州立大学,波特兰州立
0750,universityofpretoria,uop,比勒陀利亚大学,比勒陀利亚
0751,pusannationaluniversity,pnu,釜山国立大学,釜山国立
0752,universitiputramalaysia,upm,马来西亚博特拉大学,马来西亚博特拉
0753,universitéduquébec,udq,魁北克大学,魁北克
0754,universityofregina,uor,里贾纳大学,里贾纳
0755,universityofrennes1,uor1,雷恩第一大学,雷恩第一
0756,roskildeuniversity,ru,罗斯基勒大学,罗斯基勒
0757,ryersonuniversity,ru,瑞尔森大学,瑞尔森
0758,universitisainsmalaysia,usm,马来西亚理科大学,马来西亚理科
0759,saintpetersburgstateuniversity,spsu,圣彼得堡国立大学,圣彼得堡国立
0760,universityofsalamanca,uos,萨拉曼卡大学,萨拉曼卡
0761,universityofsalento,uos,萨兰托大学,萨兰托
0762,universityofsantiagodecompostela,uosdc,孔波斯特拉大学,孔波斯特拉
0763,universityofsassari,uos,萨萨里大学,萨萨里
0764,savitribaiphulepuneuniversity,sppu,浦那大学,浦那
0765,shahidbeheshtiuniversityofmedicalsciences,sbuoms,沙希德·贝赫什提医科大学,沙希德·贝赫什提医科
0766,shandonguniversity,su,山东大学,山东
0767,universityofsharjah,uos,沙迦大学,沙迦
0768,universitédesherbrooke,uds,舍布鲁克大学,舍布鲁克
0769,shirazuniversityoftechnology,suot,设拉子科技大学,设拉子科技
0770,sichuanuniversity,su,四川大学,四川
0771,sidimohamedbenabdellahuniversity,smbau,西迪·穆罕默德·本·阿卜杜勒大学,西迪·穆罕默德·本·阿卜杜勒
0772,universityofsouthdakota,uosd,南达科他大学,南达科他
0773,southerncrossuniversity,scu,南十字星大学,南十字星
0774,universityofsouthernqueensland,uosq,南昆士兰大学,南昆士兰
0775,universityofsplit,uos,斯普利特大学,斯普利特
0776,stevensinstituteoftechnology,siot,史蒂文斯理工学院,史蒂文斯理工
0777,universityofthesunshinecoast,uotsc,阳光海岸大学,阳光海岸
0778,universityoftabriz,uot,大不里士大学,大不里士
0779,tabrizuniversityofmedicalsciences,tuoms,大不里士医科大学,大不里士医科
0780,universityoftechnologyofcompiègne,uotoc,贡比涅技术大学,贡比涅技术
0781,universityoftehran,uot,德黑兰大学,德黑兰
0782,universititeknologimalaysia,utm,马来西亚理工大学,马来西亚理工
0783,universititeknologipetronas,utp,马来西亚石油大学,马来西亚石油
0784,universityoftexasatarlington,uotaa,德克萨斯大学阿灵顿分校,德克萨斯阿灵顿分校
0785,texastechuniversity,ttu,德州理工大学,德州理工
0786,thaparuniversity,tu,塔帕尔大学,塔帕尔
0787,universityofthessaly,uot,塞萨利大学,塞萨利
0788,tokyometropolitanuniversity,tmu,首都大学东京,首都东京
0789,universityoftoledo,uot,托莱多大学,托莱多
0790,tomskpolytechnicuniversity,tpu,托木斯克理工大学,托木斯克理工
0791,universityoftours,uot,图尔大学,图尔
0792,tubraunschweig,tb,布伦瑞克工业大学,布伦瑞克工业
0793,universityofulsan,uou,蔚山大学,蔚山
0794,ulsteruniversity,uu,阿尔斯特大学,阿尔斯特
0795,universityofwarsaw,uow,华沙大学,华沙
0796,wasedauniversity,wu,早稻田大学,早稻田
0797,universityofthewestofengland,uotwoe,西英格兰大学,西英格兰
0798,universityofthewesterncape,uotwc,西开普大学,西开普
0799,westernwashingtonuniversity,wwu,西华盛顿大学,西华盛顿
0800,universityofwestminster,uow,威斯敏斯特大学,威斯敏斯特
0801,westvirginiauniversity,wvu,西弗吉尼亚大学,西弗吉尼亚
0802,universityofwindsor,uow,温莎大学,温莎
0803,worcesterpolytechnicinstitute,wpi,伍斯特理工学院,伍斯特理工
0804,acharyanagarjunauniversity,anu,阿查里雅龙树大学,阿查里雅龙树
0805,universityofacoruña,uoac,拉科鲁尼亚大学,拉科鲁尼亚
0806,"adammickiewiczuniversity,poznań",amup,波兹南大学,波兹南
0807,universityoftheaegean,uota,爱琴海大学,爱琴海
0808,"universityofagriculture,faisalabad",uoaf,费萨拉巴德农业大学,费萨拉巴德农业
0809,aichimedicaluniversity,amu,爱知医科大学,爱知医科
0810,ainshamsuniversity,asu,艾因夏姆斯大学,艾因夏姆斯
0811,ajouuniversity,au,亚洲大学,亚洲
0812,"al,balqaapplieduniversity",abau,阿拜勒加应用大学,阿拜勒加应用
0813,universityofalgarve,uoa,阿尔加维大学,阿尔加维
0814,universityofalicante,uoa,阿里坎特大学,阿里坎特
0815,aligarhmuslimuniversity,amu,阿里格尔穆斯林大学,阿里格尔穆斯林
0816,americanuniversityincairo,auic,开罗美国大学,开罗美国
0817,americanuniversityofsharjah,auos,沙迦美国大学,沙迦美国
0818,"asiauniversity,taiwan",aut,台湾亚洲大学,台湾亚洲
0819,athensuniversityofeconomicsandbusiness,auoeab,雅典经商大学,雅典经商
0820,atılımuniversity,au,阿兹蒙大学,阿兹蒙
0821,"babeş,bolyaiuniversity",bbu,鲍耶大学,鲍耶
0822,universityofbaghdad,uob,巴格达大学,巴格达
0823,baumanmoscowstatetechnicaluniversity,bmstu,鲍曼大学,鲍曼
0824,universityofbedfordshire,uob,贝德福德郡大学,贝德福德郡
0825,beijingjiaotonguniversity,bju,北京交通大学,北京交通
0826,universityofbéjaïa,uob,贝贾亚大学,贝贾亚
0827,benhauniversity,bu,本哈大学,本哈
0828,birminghamcityuniversity,bcu,伯明翰城市大学,伯明翰城市
0829,universityofbradford,uob,布拉德福德大学,布拉德福德
0830,universityofbrasília,uob,巴西利亚大学,巴西利亚
0831,bucharestuniversityofeconomicstudies,buoes,布加勒斯特经济研究大学,布加勒斯特经济研究
0832,universityofcadiz,uoc,加迪斯大学,加迪斯
0833,capitalmedicaluniversity,cmu,首都医科大学,首都医科
0834,cardiffmetropolitanuniversity,cmu,卡迪夫城市大学,卡迪夫城市
0835,carlosiiiuniversityofmadrid,ciuom,马德里卡洛斯三世大学,马德里卡洛斯三世
0836,"universityofcastilla,lamancha",uoclm,拉曼查大学,拉曼查
0837,universityofcentrallancashire,uocl,中央兰开夏大学,中央兰开夏
0838,changgunguniversity,cgu,长庚大学,长庚
0839,chibauniversity,cu,千叶大学,千叶
0840,universityofchile,uoc,智利大学,智利
0841,"chinauniversityofgeosciences,beijing",cuogb,中国地质大学（北京）,中国地质（北京）
0842,"chinauniversityofgeosciences,wuhan",cuogw,中国地质大学（武汉）,中国地质（武汉）
0843,chinauniversityofminingandtechnology,cuomat,中国矿业大学,中国矿业
0844,chinapharmaceuticaluniversity,cpu,中国药科大学,中国药科
0845,chonbuknationaluniversity,cnu,全北国立大学,全北国立
0846,chongqinguniversity,cu,重庆大学,重庆
0847,chonnamnationaluniversity,cnu,全南国立大学,全南国立
0848,chulalongkornuniversity,cu,朱拉隆功大学,朱拉隆功
0849,universityofcórdoba,uoc,科尔多瓦大学,科尔多瓦
0850,czechtechnicaluniversityinprague,ctuip,布拉格工业大学,布拉格工业
0851,universityofdebrecen,uod,德布勒森大学,德布勒森
0852,universityofderby,uod,德比大学,德比
0853,universityofdeusto,uod,德乌斯托大学,德乌斯托
0854,easternmediterraneanuniversity,emu,东地中海大学,东地中海
0855,universityofeastlondon,uoel,东伦敦大学,东伦敦
0856,edinburghnapieruniversity,enu,龙比亚大学,龙比亚
0857,"embry,riddleaeronauticaluniversity",erau,安柏瑞德航空航天大学,安柏瑞德航空航天
0858,universityofévora,uoé,埃武拉大学,埃武拉
0859,federaluniversityofpelotas,fuop,佩勒塔斯联邦大学,佩勒塔斯联邦
0860,federaluniversityofriodejaneiro,fuordj,里约热内卢联邦大学,里约热内卢联邦
0861,federicosantamaríatechnicaluniversity,fsmtu,圣玛丽亚联邦理工大学,圣玛丽亚联邦理工
0862,ferdowsiuniversityofmashhad,fuom,马什哈德菲尔多西大学,马什哈德菲尔多西
0863,floridaatlanticuniversity,fau,佛罗里达大西洋大学,佛罗里达大西洋
0864,floridainstituteoftechnology,fiot,佛罗里达理工学院,佛罗里达理工
0865,universityoflafrontera,uolf,拉弗龙特拉大学,拉弗龙特拉
0866,fujencatholicuniversity,fjcu,辅仁大学,辅仁
0867,fuzhouuniversity,fu,福州大学,福州
0868,gdańskuniversityoftechnology,guot,格但斯克工业大学,格但斯克工业
0869,universityofghana,uog,加纳大学,加纳
0870,guangdonguniversityoftechnology,guot,广东工业大学,广东工业
0871,hamamatsuuniversityschoolofmedicine,husom,浜松医科大学,浜松医科
0872,hanoiuniversityofscienceandtechnology,huosat,河内科技大学,河内科技
0873,hyogocollegeofmedicine,hcom,兵库医科大学,兵库医科
0874,ilmenauuniversityoftechnology,iuot,伊尔默瑙工业大学,伊尔默瑙工业
0875,indianinstituteofscienceeducationandresearchkolkata,iioseark,印度科学教育与研究所加尔各答分校,印度科学教育与研究所加尔各答分校
0876,indianinstituteoftechnology(indianschoolofmines)dhanbad,iiot(somd,印度理工学院丹巴德分校,印度理工丹巴德分校
0877,indianinstituteoftechnologypatna,iiotp,印度理工学院巴特那分校,印度理工巴特那分校
0878,inhauniversity,iu,仁荷大学,仁荷
0879,"internationalislamicuniversity,islamabad",iiui,巴基斯坦国际伊斯兰大学,巴基斯坦国际伊斯兰
0880,universityofisfahan,uoi,伊斯法罕大学,伊斯法罕
0881,isfahanuniversityofmedicalsciences,iuoms,伊斯法罕医科大学,伊斯法罕医科
0882,istanbuluniversity,iu,伊斯坦布尔大学,伊斯坦布尔
0883,jadavpuruniversity,ju,贾达普大学,贾达普
0884,universityofjaén,uoj,哈恩大学,哈恩
0885,jiangsuuniversity,ju,江苏大学,江苏
0886,jilinuniversity,ju,吉林大学,吉林
0887,jinanuniversity,ju,暨南大学,暨南
0888,universityofjordan,uoj,约旦大学,约旦
0889,juntendouniversity,ju,顺天堂大学,顺天堂
0890,kanazawauniversity,ku,金泽大学,金泽
0891,kaohsiungmedicaluniversity,kmu,高雄医学大学,高雄医学
0892,karabükuniversity,ku,卡拉比克大学,卡拉比克
0893,karlstaduniversity,ku,卡尔斯塔德大学,卡尔斯塔德
0894,kingstonuniversity,ku,金斯顿大学,金斯顿
0895,k.n.toosiuniversityoftechnology,ktuot,图西理工大学,图西理工
0896,kumamotouniversity,ku,熊本大学,熊本
0897,universityofkurdistan,uok,库尔德斯坦大学,库尔德斯坦
0898,kuwaituniversity,ku,科威特大学,科威特
0899,kyotoprefecturaluniversityofmedicine,kpuom,京都府立医科大学,京都府立医科
0900,kyungpooknationaluniversity,knu,庆北国立大学,庆北国立
0901,universityoflagos,uol,拉各斯大学,拉各斯
0902,lahoreuniversityof management sciences,luo,拉合尔管理大学,拉合尔管理
0903,universityoflaspalmasdegrancanaria,uolpdgc,拉斯帕尔马斯大学,拉斯帕尔马斯
0904,universityoflatvia,uol,拉脱维亚大学,拉脱维亚
0905,lebaneseamericanuniversity,lau,黎巴嫩美国大学,黎巴嫩美国
0906,leedsbeckettuniversity,lbu,利兹贝克特大学,利兹贝克特
0907,louisianatechuniversity,ltu,路易斯安那理工大学,路易斯安那理工
0908,lvivpolytechnicnationaluniversity,lpnu,利沃夫国立理工大学,利沃夫国立理工
0909,universityofmalaga,uom,马拉加大学,马拉加
0910,universityofmaribor,uom,马里博尔大学,马里博尔
0911,marquetteuniversity,mu,马凯特大学,马凯特
0912,universityofmazandaran,uom,马赞达兰大学,马赞达兰
0913,mississippistateuniversity,msu,密西西比州立大学,密西西比州立
0914,universityofmurcia,uom,穆尔西亚大学,穆尔西亚
0915,muroraninstituteoftechnology,miot,室兰工业大学,室兰工业
0916,universityofnairobi,uon,内罗毕大学,内罗毕
0917,nanjingagriculturaluniversity,nau,南京农业大学,南京农业
0918,nanjingtechuniversity,ntu,南京工业大学,南京工业
0919,nationalcentraluniversity,ncu,国立中央大学,国立中央
0920,nationalchengchiuniversity,ncu,国立政治大学,国立政治
0921,nationaldonghwauniversity,ndhu,国立东华大学,国立东华
0922,nationalinstituteoftechnologyrourkela,niotr,国立理工学院洛尔克拉分校,国立理工洛尔克拉分校
0923,"saint,petersburgmininguniversity",spmu,圣彼得堡矿业大学,圣彼得堡矿业
0924,nationaluniversityofsciencesandtechnology,nuosat,伊斯兰堡国立科技大学,伊斯兰堡国立科技
0925,"nationalsunyat,senuniversity",nsysu,国立中山大学,国立中山
0926,nationaltaipeiuniversityoftechnology,ntuot,国立台北科技大学,国立台北科技
0927,"nationalinstituteoftechnology,tiruchirappalli",niott,国立理工学院特里奇分校,国立理工特里奇分校
0928,thenewschool,tns,新学校大学,新学校
0929,niigatauniversity,nu,新潟大学,新潟
0930,normandyuniversity,nu,诺曼底大学,诺曼底
0931,northeasternuniversity,nu,东北大学,东北
0932,northeastnormaluniversity,nnu,东北师范大学,东北师范
0933,universityofnorthernbritishcolumbia(unbc),uonbc(,北英属哥伦比亚大学,北英属哥伦比亚
0934,northwestuniversity,nu,西北大学（中国）,西北（中国）
0935,northwesta&funiversity,nau,西北农林科技大学,西北农林科技
0936,okayamauniversity,ou,冈山大学,冈山
0937,osakacityuniversity,ocu,大阪市立大学,大阪市立
0938,osmaniauniversity,ou,奥斯曼尼亚大学,奥斯曼尼亚
0939,pablodeolavideuniversity,pdou,巴勃罗大学,巴勃罗
0940,universityofpatras,uop,帕特雷大学,帕特雷
0941,universityofpécs,uop,佩奇大学,佩奇
0942,polytechnicinstituteofporto,piop,波尔图理工学院,波尔图理工
0943,polytechnicuniversityofvalencia,puov,瓦伦西亚理工大学,瓦伦西亚理工
0944,pondicherryuniversity,pu,本地治里大学,本地治里
0945,pontificalcatholicuniversityofperu,pcuop,秘鲁天主大学,秘鲁天主
0946,pontificalcatholicuniversityofriograndedosul(pucrs),pcuorgds(,南里奥格兰德天主大学,南里奥格兰德天主
0947,universityofpuertorico,uopr,波多黎各大学,波多黎各
0948,universityofthepunjab,uotp,旁遮普大学（巴基斯坦）,旁遮普（巴基斯坦）
0949,universityreyjuancarlos,urjc,胡安卡洛斯国王大学,胡安卡洛斯国王
0950,rikkyouniversity,ru,立教大学,立教
0951,rochesterinstituteoftechnology,riot,罗切斯特理工学院,罗切斯特理工
0952,universityofroehampton,uor,罗汉普敦大学,罗汉普敦
0953,rudnuniversity,ru,俄罗斯友谊大学,俄罗斯友谊
0954,"universitésaint,josephdebeyrouth",usjdb,黎巴嫩圣约瑟夫大学,黎巴嫩圣约瑟夫
0955,universityofsalford,uos,索尔福德大学,索尔福德
0956,sãopaulostateuniversity(unesp),spsu(,圣保罗州立大学,圣保罗州立
0957,sapporomedicaluniversity,smu,札幌医科大学,札幌医科
0958,universityofscienceandtechnologybeijing,uosatb,北京科技大学,北京科技
0959,universityofseoul,uos,首尔大学,首尔
0960,universityofseville,uos,塞维利亚大学,塞维利亚
0961,shahidbeheshtiuniversity,sbu,沙希德·贝赫什提大学,沙希德·贝赫什提
0962,shanghaiuniversity,su,上海大学,上海
0963,shanghaiuniversityof finance andeconomics(sufe),suoe(,上海财经大学,上海财经
0964,shanghaimaritimeuniversity,smu,上海海事大学,上海海事
0965,shantouuniversity,su,汕头大学,汕头
0966,sheffieldhallamuniversity,shu,谢菲尔德哈莱姆大学,谢菲尔德哈莱姆
0967,shirazuniversity,su,设拉子大学,设拉子
0968,soganguniversity,su,西江大学,西江
0969,universityofsouthbohemiainčeskébudějovice,uosbičb,捷克布杰约维采南波西米亚大学,捷克布杰约维采南波西米亚
0970,southwesternuniversityoffinanceandeconomics,suofae,西南财经大学,西南财经
0971,srivenkateswarauniversity,svu,西里温凯特瓦拉大学,西里温凯特瓦拉
0972,staffordshireuniversity,su,斯塔福德大学,斯塔福德
0973,stmariannauniversityschoolofmedicine,smusom,圣玛丽安娜医科大学,圣玛丽安娜医科
0974,sultanqaboosuniversity,squ,苏丹卡布斯大学,苏丹卡布斯
0975,universityofszeged,uos,塞格德大学,塞格德
0976,tallinnuniversity,tu,塔林大学,塔林
0977,tallinnuniversityoftechnology,tuot,塔林理工大学,塔林理工
0978,tantauniversity,tu,坦塔大学,坦塔
0979,technicaluniversityofmadrid,tuom,马德里理工大学,马德里理工
0980,technologicaluniversitydublin,tud,都柏林理工大学,都柏林理工
0981,teessideuniversity,tu,泰塞德大学,泰塞德
0982,universititenaganasional(uniten),utn(,马来西亚国家能源大学,马来西亚国家能源
0983,universityoftexasatelpaso,uotaep,德克萨斯大学埃尔帕索分校,德克萨斯埃尔帕索分校
0984,tezpuruniversity,tu,提斯浦尔大学,提斯浦尔
0985,tokyouniversityofagricultureandtechnology,tuoaat,东京农工大学,东京农工
0986,tokyomedicaluniversity,tmu,东京医科大学,东京医科
0987,tokyouniversityofscience,tuos,东京理科大学,东京理科
0988,"universityoftrás,os,montesandaltodouro",uotomaad,杜罗大学,杜罗
0989,tshwaneuniversityoftechnology,tuot,茨瓦理工大学,茨瓦理工
0990,universitiutaramalaysia,uum,马来西亚北方大学,马来西亚北方
0991,"vietnamnationaluniversity,hanoi",vnuh,河内国立大学,河内国立
0992,universityofvigo,uov,维戈大学,维戈
0993,vilniusuniversity,vu,维尔纽斯大学,维尔纽斯
0994,vituniversity,vu,韦洛尔理工大学,韦洛尔理工
0995,universityofwolverhampton,uow,沃尔夫汉普顿大学,沃尔夫汉普顿
0996,wuhanuniversityoftechnology,wuot,武汉理工大学,武汉理工
0997,xiangtanuniversity,xu,湘潭大学,湘潭
0998,xidianuniversity,xu,西安电子科技大学,西安电子科技
0999,yangzhouuniversity,yu,扬州大学,扬州
1000,yeungnamuniversity,yu,韩国岭南大学,韩国岭南
1001,universityofzaragoza,uoz,萨拉戈萨大学,萨拉戈萨
1002,acıbademuniversity,au,阿吉巴登大学,阿吉巴登
1003,aghuniversityofscienceandtechnology,auosat,波兰矿冶大学,波兰矿冶
1004,akdenizuniversity,au,阿克登尼基大学,阿克登尼基
1005,akitauniversity,au,秋田大学,秋田
1006,"al,azharuniversity",aau,艾资哈尔大学,艾资哈尔
1007,alexandriauniversity,au,亚历山大大学,亚历山大
1008,alexandruioancuzauniversity,aicu,库扎大学,库扎
1009,"al,farabikazakhnationaluniversity",afknu,国立哈萨克大学,国立哈萨克
1010,universityofalmería,uoa,阿尔梅里亚大学,阿尔梅里亚
1011,alzahrauniversity,au,阿尔扎赫拉大学,阿尔扎赫拉
1012,amityuniversity,au,爱德大学,爱德
1013,anadoluuniversity,au,阿纳多卢大学,阿纳多卢
1014,"universityoftheandes,chile",uotac,智利安第斯大学,智利安第斯
1015,"universityoftheandes,venezuela",uotav,安第斯大学,安第斯
1016,andhrauniversity,au,安得拉大学,安得拉
1017,andrésbellouniversity(unab),abu(,安德烈斯贝洛大学,安德烈斯贝洛
1018,ankarauniversity,au,安卡拉大学,安卡拉
1019,annauniversity,au,安娜大学,安娜
1020,annamalaiuniversity,au,安那马来大学,安那马来
1021,universityofantioquia,uoa,安蒂奥基亚大学,安蒂奥基亚
1022,aoyamagakuinuniversity,agu,青山学院大学,青山
1023,assiutuniversity,au,艾斯尤特大学,艾斯尤特
1024,australuniversityofchile,auoc,智利奥斯特拉尔大学,智利奥斯特拉尔
1025,autonomousuniversityofbajacalifornia,auobc,下加利福尼亚自治大学,下加利福尼亚自治
1026,autonomousuniversityofhidalgostate(uaeh),auohs(,伊达尔戈州立大学,伊达尔戈州立
1027,autonomousuniversityofnuevoleón,auonl,新莱昂自治大学,新莱昂自治
1028,autonomousuniversityofpuebla,auop,普埃布拉自治大学,普埃布拉自治
1029,autonomousuniversityofquerétaro,auoq,克雷塔罗自治大学,克雷塔罗自治
1030,autonomousuniversityofsanluispotosi,auoslp,圣路易斯波托西自治大学,圣路易斯波托西自治
1031,autonomousuniversityofsinaloa,auos,锡那罗亚自治大学,锡那罗亚自治
1032,autonomousuniversityofthestateofmexico,auotsom,墨西哥州立自治大学,墨西哥州立自治
1033,autonomousuniversityofyucatán,auoy,尤卡坦自治大学,尤卡坦自治
1034,azarbaijanshahidmadaniuniversity,asmu,阿扎拜疆沙希德马达尼大学,阿扎拜疆沙希德马达尼
1035,bahauddinzakariyauniversity,bzu,巴哈丁拉齐大学,巴哈丁拉齐
1036,bahçeşehiruniversity,bu,巴沙耶尔大学,巴沙耶尔
1037,banasthaliuniversity,bu,巴纳斯达里大学,巴纳斯达里
1038,bandunginstituteoftechnology(itb),biot(,万隆理工学院,万隆理工
1039,bashkirstateuniversity,bsu,巴什基尔州立大学,巴什基尔州立
1040,başkentuniversity,bu,巴斯肯特大学,巴斯肯特
1041,belarusianstateuniversity,bsu,白俄罗斯国立大学,白俄罗斯国立
1042,belgorodstatenationalresearchuniversity,bsnru,别尔哥罗德州立国立研究大学,别尔哥罗德州立国立研究
1043,"universityofbío,bío",uobb,比奥比奥大学,比奥比奥
1044,universityofbirjand,uob,比尔詹德大学,比尔詹德
1045,"birlainstituteoftechnologyandscience,pilani",biotasp,比尔拉科学技术学院,比尔拉科学技术
1046,universityofbiskra,uob,比斯克拉大学,比斯克拉
1047,bogoragriculturaluniversity,bau,茂物农业大学,茂物农业
1048,universityofbrawijaya,uob,宝拉维加亚大学,宝拉维加亚
1049,brnouniversityoftechnology,buot,布尔诺工业大学,布尔诺工业
1050,"bu,alisinauniversity",basu,布-阿里大学(哈马丹),布-阿里(哈马丹)
1051,universityofbucharest,uob,布加勒斯特大学,布加勒斯特
1052,budapestuniversityoftechnologyandeconomics,buotae,布达佩斯经济技术大学,布达佩斯经济技术
1053,universityofburgos,uob,布尔戈斯大学,布尔戈斯
1054,"californiastateuniversity,longbeach",csulb,加州州立大学长滩分校,加州州立长滩分校
1055,canterburychristchurchuniversity,cccu,坎特伯雷大学（英国）,坎特伯雷（英国）
1056,polytechnicuniversityofcartagena,puoc,卡塔赫纳理工大学,卡塔赫纳理工
1057,universityofcarthage,uoc,迦太基大学,迦太基
1058,catholicuniversityofthenorth,cuotn,北天主教大学,北天主教
