code,en_name,en_simp,cn_name,cn_simp
1059,universityofcaxiasdosul,uocds,南卡希亚斯大学,南卡希亚斯
1060,cearástateuniversity,csu,塞阿拉州立大学,塞阿拉州立
1061,"universityofcergy,pontoise",uocp,塞吉-蓬图瓦兹大学,塞吉-蓬图瓦兹
1062,chaoyanguniversityoftechnology,cuot,朝阳科技大学,朝阳科技
1063,"universityof chemistry andtechnology,prague",uotp,布拉格化工大学,布拉格化工
1064,universityofchester,uoc,切斯特大学,切斯特
1065,chiangmaiuniversity,cmu,清迈大学,清迈
1066,chibainstituteoftechnology,ciot,千叶工业大学,千叶工业
1067,chubuuniversity,cu,中部大学,中部
1068,chungnamnationaluniversity,cnu,忠南国立大学,忠南国立
1069,chungyuanchristianuniversity,cycu,中原大学,中原
1070,chuouniversity,cu,中央大学,中央
1071,cochinuniversityofscienceandtechnology,cuosat,科钦科技大学,科钦科技
1072,universityofcolombo,uoc,科伦坡大学,科伦坡
1073,comeniusuniversityinbratislava,cuib,夸美纽斯大学,夸美纽斯
1074,universityofconcepción,uoc,康塞普西翁大学,康塞普西翁
1075,universityofconstantine1,uoc1,康斯坦丁大学,康斯坦丁
1076,corvinusuniversityofbudapest,cuob,布达佩斯大学,布达佩斯
1077,cukurovauniversity,cu,切库罗瓦大学,切库罗瓦
1078,czechuniversityoflifesciencesprague(culs),cuolsp(,捷克布拉格生命科学大学,捷克布拉格生命科学
1079,universityofdaressalaam,uodes,达累斯萨拉姆大学,达累斯萨拉姆
1080,delasalleuniversity,dlsu,德拉萨大学,德拉萨
1081,delhitechnologicaluniversity,dtu,德里理工大学,德里理工
1082,delrosariouniversity,dru,罗萨里奥大学,罗萨里奥
1083,democritusuniversityofthrace,duot,色雷斯大学,色雷斯
1084,universityofdhaka,uod,达卡大学,达卡
1085,dokuzeylüluniversity,deu,杜库兹伊鲁尔大学,杜库兹伊鲁尔
1086,doshishauniversity,du,同志社大学,同志社
1087,"universityofeconomics,prague",uoep,布拉格经济大学,布拉格经济
1088,edgehilluniversity,ehu,边山大学,边山
1089,egeuniversity,eu,爱琴海大学（土耳其）,爱琴海（土耳其）
1090,ehimeuniversity,eu,爱媛大学,爱媛
1091,"theuniversityofelectro,communications",tuoec,电气通信大学,电气通信
1092,universityofengineering&technology(uet)lahore,uoe&t(l,拉合尔工程技术大学,拉合尔工程技术
1093,erciyesuniversity,eu,埃尔吉耶斯大学,埃尔吉耶斯
1094,fareasternfederaluniversity,fefu,远东联邦大学,远东联邦
1095,fayoumuniversity,fu,法尤姆大学,法尤姆
1096,federaluniversityofabc(ufabc),fuoa(,ABC联邦大学（UFABC）,ABC联邦（UFABC）
1097,federaluniversityofalagoas,fuoa,阿拉戈斯联邦大学,阿拉戈斯联邦
1098,federaluniversityofbahia,fuob,巴伊亚联邦大学,巴伊亚联邦
1099,federaluniversityofceará(ufc),fuoc(,塞亚尔联邦大学,塞亚尔联邦
1100,federaluniversityofespíritosanto,fuoes,圣埃斯皮里图联邦大学,圣埃斯皮里图联邦
1101,federaluniversityofgoiás,fuog,联邦戈亚大学,联邦戈亚
1102,federaluniversityofhealthsciencesofportoalegre(ufcspa),fuohsopa(,阿雷格里港联邦健康科学大学,阿雷格里港联邦健康科学
1103,federaluniversityofitajubá,fuoi,伊塔茹巴联邦大学,伊塔茹巴联邦
1104,federaluniversityoflavras,fuol,拉夫拉斯联邦大学,拉夫拉斯联邦
1105,federaluniversityofmatogrossodosul,fuomgds,南马托格罗索联邦大学,南马托格罗索联邦
1106,federaluniversityofouropreto,fuoop,欧鲁普雷图联邦大学,欧鲁普雷图联邦
1107,federaluniversityofpará,fuop,帕拉联邦大学,帕拉联邦
1108,federaluniversityofparaná(ufpr),fuop(,巴拉那联邦大学,巴拉那联邦
1109,federaluniversityofpernambuco,fuop,伯南布哥联邦大学,伯南布哥联邦
1110,federaluniversityofriograndedonorte(ufrn),fuorgdn(,北里约热内卢联邦大学,北里约热内卢联邦
1111,"federalruraluniversityofthesemi,aridregion",fruotsar,半干旱地区联邦农村大学,半干旱地区联邦农村
1112,federaluniversityofsantamaria,fuosm,圣玛丽亚联邦大学,圣玛丽亚联邦
1113,federaluniversityofsãocarlos,fuosc,圣卡洛斯联邦大学,圣卡洛斯联邦
1114,federaluniversityoftechnology–paraná,fuot–p,巴拉那联邦理工大学,巴拉那联邦理工
1115,federaluniversityofviçosa,fuov,维索萨联邦大学,维索萨联邦
1116,fengchiauniversity,fcu,逢甲大学,逢甲
1117,fluminensefederaluniversity,ffu,弗鲁米嫩塞联邦大学,弗鲁米嫩塞联邦
1118,universityoffortaleza(unifor),uof(,福塔雷萨大学,福塔雷萨
1119,universityoffukui,uof,福井大学,福井
1120,universitasgadjahmada,ugm,加札马达大学,加札马达
1121,gaziuniversity,gu,咖兹大学,咖兹
1122,gaziantepuniversity,gu,加济安泰普大学,加济安泰普
1123,universityofgdańsk,uog,格但斯克大学,格但斯克
1124,gebzetechnicaluniversity,gtu,格布泽技术大学,格布泽技术
1125,gifuuniversity,gu,岐阜大学,岐阜
1126,gitamuniversity,gu,吉田大学,吉田
1127,governmentcollegeuniversitylahore,gcul,拉合尔政府大学,拉合尔政府
1128,grigoret.popauniversityofmedicineand pharmacy,gtpuoma,波帕医学药学大学,波帕医学药学
1129,universityofguadalajara,uog,瓜达拉哈拉大学,瓜达拉哈拉
1130,universityofguanajuato,uog,瓜纳华托大学,瓜纳华托
1131,guangxiuniversity,gu,广西大学,广西
1132,gubkinrussianstateuniversityofoilandgas,grsuooag,古布金俄罗斯国立石油大学,古布金俄罗斯国立石油
1133,universityofguilan,uog,圭兰大学,圭兰
1134,gunmauniversity,gu,群马大学,群马
1135,hallymuniversity,hu,翰林大学,翰林
1136,hashemiteuniversity,hu,哈希姆大学,哈希姆
1137,universitéhassaniidecasablanca,uhidc,哈桑二世卡萨布兰卡大学,哈桑二世卡萨布兰卡
1138,universityofhavana,uoh,哈瓦那大学,哈瓦那
1139,helwanuniversity,hu,赫勒万大学,赫勒万
1140,hoseiuniversity,hu,法政大学,法政
1141,universityofhradeckrálové,uohk,赫拉德茨克拉洛夫大学,赫拉德茨克拉洛夫
1142,huaqiaouniversity,hu,华侨大学,华侨
1143,universityofhyogo,uoh,兵库大学,兵库
1144,ibarakiuniversity,iu,茨城大学,茨城
1145,imamabdulrahmanbinfaisaluniversity,iabfu,阿卜杜勒拉曼费萨尔大学,阿卜杜勒拉曼费萨尔
1146,incheonnationaluniversity,inu,仁川国立大学,仁川国立
1147,industrialuniversityofsantander(uis),iuos(,桑坦德工业大学（UIS）,桑坦德工业（UIS）
1148,"i,shouuniversity",isu,义守大学,义守
1149,istanbulmedipoluniversity,imu,伊斯坦布尔医科大学,伊斯坦布尔医科
1150,ivanejavakhishvilitbilisistateuniversity,ijtsu,第比利斯国立大学,第比利斯国立
1151,ivanfrankonationaluniversityoflviv,ifnuol,利沃夫国立大学,利沃夫国立
1152,iwateuniversity,iu,岩手大学,岩手
1153,izmirinstituteoftechnology,iiot,伊兹密尔理工学院,伊兹密尔理工
1154,kagawauniversity,ku,香川大学,香川
1155,kagoshimauniversity,ku,鹿儿岛大学,鹿儿岛
1156,kanagawauniversity,ku,神奈川大学,神奈川
1157,kangwonnationaluniversity,knu,江原国立大学,江原国立
1158,kansaiuniversity,ku,关西大学,关西
1159,kasetsartuniversity,ku,泰国农业大学,泰国农业
1160,kaunasuniversityoftechnology,kuot,考纳斯工业大学,考纳斯工业
1161,kazannationalresearchtechnologicaluniversity,knrtu,喀山国立研究技术大学,喀山国立研究技术
1162,kharazmiuniversity,ku,哈拉兹米大学,哈拉兹米
1163,khonkaenuniversity,kku,孔敬大学,孔敬
1164,kiituniversity,ku,吉特大学,吉特
1165,kingmongkut’sinstituteoftechnologyladkrabang,kmiotl,拉卡邦先皇技术学院,拉卡邦先皇技术
1166,kingmongkut'suniversityoftechnologynorthbangkok,kmuotnb,北曼谷国王大学,北曼谷国王
1167,kingmongkut’suniversityoftechnologythonburi,kmuott,吞武里大学,吞武里
1168,kitasatouniversity,ku,北里大学,北里
1169,kochiuniversity,ku,高知大学,高知
1170,kogakuinuniversity,ku,工学院大学,工
1171,kookminuniversity,ku,国民大学,国民
1172,kwanseigakuinuniversity,kgu,关西学院大学,关西
1173,kyotoinstituteoftechnology,kiot,京都工艺纤维大学,京都工艺纤维
1174,kyushuinstituteoftechnology(kyutech),kiot(,九州工业学院,九州工业
1175,latviauniversityoflifesciencesandtechnologies,luolsat,拉脱维亚生命科学与技术大学,拉脱维亚生命科学与技术
1176,universityofleón,uol,列昂大学,列昂
1177,universityoflethbridge,uol,莱斯布里奇大学,莱斯布里奇
1178,l.n.gumilyoveurasiannationaluniversity,lgenu,国立欧亚大学,国立欧亚
1179,lobachevskystateuniversityofnizhninovgorod,lsuonn,罗巴切夫斯基州立大学,罗巴切夫斯基州立
1180,universityofłódź,uoł,罗兹大学,罗兹
1181,lodzuniversityoftechnology,luot,罗兹工业大学,罗兹工业
1182,londonsouthbankuniversity,lsbu,伦敦南岸大学,伦敦南岸
1183,londrinastateuniversity,lsu,隆德里纳州立大学,隆德里纳州立
1184,maharajasayajiraouniversityofbaroda,msuob,马哈拉哈大学,马哈拉哈
1185,mahasarakhamuniversity,mu,玛哈沙拉坎大学,玛哈沙拉坎
1186,universitimalaysiasarawak(unimas),ums(,沙捞越大学,沙捞越
1187,manipalacademyofhighereducation,maohe,马尼帕尔高等教育学院,马尼帕尔高等教育
1188,universityofmanouba,uom,马诺布大学,马诺布
1189,marmarauniversity,mu,马尔马拉大学,马尔马拉
1190,universityofmarrakechcadiayyad,uomca,卡迪阿雅德大学,卡迪阿雅德
1191,meijiuniversity,mu,明治大学,明治
1192,meijouniversity,mu,名城大学,名城
1193,mendeluniversityinbrno,muib,布尔诺孟德尔大学,布尔诺孟德尔
1194,menoufiauniversity,mu,姆努菲亚大学,姆努菲亚
1195,m'hamedbougarauniversityofboumerdès,mbuob,玻美第丝布加拉穆罕默德大学,玻美第丝布加拉穆罕默德
1196,michoacánuniversityofsannicolásofhidalgo,muosnoh,米哈卡恩圣尼古拉斯大学,米哈卡恩圣尼古拉斯
1197,mieuniversity,mu,三重大学,三重
1198,mingchuanuniversity,mcu,铭传大学,铭传
1199,miniauniversity,mu,米尼亚大学,米尼亚
1200,"mirea, russiantechnologicaluniversity","m,rtu",MIREA  - 俄罗斯科技大学,MIREA  - 俄罗斯科技
1201,universityofmiyazaki,uom,宫崎大学,宫崎
1202,mohammedvuniversityofrabat,mvuor,拉马特大学,拉马特
1203,universityofmonastir,uom,莫纳斯提尔大学,莫纳斯提尔
1204,universityofmontenegro,uom,黑山大学,黑山
1205,moscowaviationinstitute,mai,莫斯科航空学院,莫斯科航空
1206,moscowpowerengineeringinstitute,mpei,莫斯科动力学院,莫斯科动力
1207,multimediauniversity,mu,马来西亚多媒体大学,马来西亚多媒体
1208,universityofmumbai,uom,孟买大学,孟买
1209,universityofmysore,uom,迈索尔大学,迈索尔
1210,nagaokauniversityoftechnology,nuot,长冈技术科学大学,长冈技术科学
1211,nagasakiuniversity,nu,长崎大学,长崎
1212,nagoyacityuniversity,ncu,名古屋市立大学,名古屋市立
1213,nagoyainstituteoftechnology,niot,名古屋工业大学,名古屋工业
1214,nanjinguniversityofaeronauticsandastronautics,nuoaaa,南京航空航天大学,南京航空航天
1215,naramedicaluniversity,nmu,奈良县立医科大学,奈良县立医科
1216,naresuanuniversity,nu,纳瑞宣大学,纳瑞宣
1217,nationalchanghuauniversityofeducation,ncuoe,国立彰化大学,国立彰化
1218,nationalchiayiuniversity,ncu,国立嘉义大学,国立嘉义
1219,"nationalchin,yiuniversityoftechnology",ncyuot,国立勤益科技大学,国立勤益科技
1220,nationalchungchenguniversity,nccu,国立中正大学,国立中正
1221,nationalchunghsinguniversity,nchu,国立中兴大学,国立中兴
1222,nationaluniversityofcolombia,nuoc,哥伦比亚国立大学,哥伦比亚国立
1223,nationaluniversityofcórdoba,nuoc,国立科尔多瓦大学,国立科尔多瓦
1224,nationaluniversityofcuyo,nuoc,库约国立大学,库约国立
1225,nationaluniversityofkaohsiung,nuok,国立高雄大学,国立高雄
1226,nationalpolytechnicuniversity(ipn),npu(,墨西哥国立理工大学,墨西哥国立理工
1227,nationalresearchsaratovstateuniversity,nrssu,萨拉托夫州立大学,萨拉托夫州立
1228,nationaluniversityofsanmartín,nuosm,圣马丁国立大学,圣马丁国立
1229,nationaluniversityofthesouth,nuots,国立南方大学,国立南方
1230,nationaltaipeiuniversity,ntu,国立台北大学,国立台北
1231,nationaltaiwanoceanuniversity,ntou,国立台湾海洋大学,国立台湾海洋
1232,nationaltechnicaluniversitykharkivpolytechnicinstitute,ntukpi,哈尔科夫国立理工大学,哈尔科夫国立理工
1233,nationalyunlinuniversityofscienceandtechnology,nyuosat,国立云林科技大学,国立云林科技
1234,nicolauscopernicusuniversityintoruń,ncuit,哥白尼大学,哥白尼
1235,universityofnigeriansukka,uonn,尼日利亚大学,尼日利亚
1236,slovakuniversityofagricultureinnitra,suoain,尼特拉斯洛伐克农业大学,尼特拉斯洛伐克农业
1237,universityofnorthcarolinawilmington,uoncw,北卡罗来纳大学威尔明顿分校,北卡罗来纳威尔明顿分校
1238,northchinaelectricpoweruniversity,ncepu,华北电力大学,华北电力
1239,"universityofthenorth,colombia",uotnc,哥伦比亚北方大学,哥伦比亚北方
1240,universityofnorthflorida,uonf,北佛罗里达大学,北佛罗里达
1241,novosibirskstatetechnicaluniversity,nstu,新西伯利亚国立科技大学,新西伯利亚国立科技
1242,oaklanduniversity,ou,奥克兰大学（美国）,奥克兰（美国）
1243,oceanuniversityofchina,ouoc,中国海洋大学,中国海洋
1244,ochanomizuuniversity,ou,御茶水女子大学,御茶水女子
1245,oitauniversity,ou,大分大学,大分
1246,ondokuzmayisuniversity,omu,昂达库兹美伊斯大学,昂达库兹美伊斯
1247,osakamedicalcollege,omc,大阪医科大学,大阪医科
1248,osakaprefectureuniversity,opu,大阪府立大学,大阪府立
1249,universityofostrava,uoo,俄斯特拉法大学,俄斯特拉法
1250,universityofpardubice,uop,帕尔杜比采大学,帕尔杜比采
1251,parisnanterreuniversity,pnu,巴黎南特雷大学,巴黎南特雷
1252,permnationalresearchpolytechnicuniversity,pnrpu,彼尔姆国立研究理工大学,彼尔姆国立研究理工
1253,permstateuniversity,psu,彼尔姆州立大学,彼尔姆州立
1254,universityofpeshawar,uop,白沙瓦大学,白沙瓦
1255,pirogovrussiannationalresearchmedicaluniversity,prnrmu,皮罗戈夫俄罗斯国立研究医科大学,皮罗戈夫俄罗斯国立研究医科
1256,pmasaridagricultureuniversityrawalpindi,paaur,拉瓦尔品第农业大学,拉瓦尔品第农业
1257,polytechnicuniversityofbucharest,puob,布加勒斯特工业大学,布加勒斯特工业
1258,polytechnicuniversityoftimişoara,puot,蒂米什瓦拉理工大学,蒂米什瓦拉理工
1259,pontificalbolivarianuniversity(upb)–medellín,pbu(–m,罗马教皇玻利瓦尔大学麦德林分校,罗马教皇玻利瓦尔麦德林分校
1260,pontificalcatholicuniversityofminasgerais,pcuomg,米纳斯吉拉斯天主教大学,米纳斯吉拉斯天主教
1261,pontificalcatholicuniversityofparaná,pcuop,巴拉那天主大学,巴拉那天主
1262,pontificalcatholicuniversityofvalparaíso,pcuov,瓦尔帕莱索天主大学,瓦尔帕莱索天主
1263,princeofsongklauniversity,posu,宋卡王子大学,宋卡王子
1264,psgcollegeoftechnology,pcot,PSG理工学院,PSG理工
1265,rigatechnicaluniversity,rtu,里加工业大学,里加工业
1266,riodejaneirostateuniversity(uerj),rdjsu(,里约热内卢州立大学,里约热内卢州立
1267,ritsumeikanuniversity,ru,立命馆大学,立命馆
1268,robertgordonuniversity,rgu,罗伯特戈顿大学,罗伯特戈顿
1269,universityoftheryukyus,uotr,琉球大学,琉球
1270,sagauniversity,su,佐贺大学,佐贺
1271,saitamauniversity,su,埼玉大学,埼玉
1272,saitamamedicaluniversity,smu,埼玉医科大学,埼玉医科
1273,samarauniversity,su,萨马拉大学,萨马拉
1274,santacatarinastateuniversity,scsu,圣卡塔琳娜州立大学,圣卡塔琳娜州立
1275,"universityofsantiago,chile(usach)",uosc(,智利圣地亚哥大学,智利圣地亚哥
1276,universityofsargodha,uos,萨果达大学,萨果达
1277,sastrauniversity,su,萨斯特拉大学,萨斯特拉
1278,sathyabamainstituteofscienceandtechnology,siosat,萨提亚巴马科技学院,萨提亚巴马科技
1279,universityofsciencesandtechnologyhouariboumediene,uosathb,胡阿里·布迈丁科技大学,胡阿里·布迈丁科技
1280,"universityofscienceandtechnologyoforanmohamed,boudiaf",uosatoomb,奥兰·穆罕默德·布迪亚夫科技大学,奥兰·穆罕默德·布迪亚夫科技
1281,sechenovuniversity,su,塞维诺诺夫大学,塞维诺诺夫
1282,selçukuniversity,su,塞尔丘克大学,塞尔丘克
1283,semnanuniversity,su,塞姆南大学,塞姆南
1284,seoulnationaluniversityofscienceandtechnology(seoultech),snuosat(,国立首尔科学技术大学,国立首尔科学技术
1285,sepuluhnopemberinstituteoftechnology,sniot,泗水理工学院,泗水理工
1286,universityofsfax,uos,斯法克斯大学,斯法克斯
1287,shaheduniversity,su,萨哈德大学,萨哈德
1288,shahidbahonaruniversityofkerman,sbuok,沙希德巴霍纳科尔曼大学,沙希德巴霍纳科尔曼
1289,​shahidchamranuniversityofahvaz,​cuoa,阿瓦兹沙希德查姆兰大学,阿瓦兹沙希德查姆兰
1290,shahrekorduniversity,su,沙赫尔库尔德大学,沙赫尔库尔德
1291,shahrooduniversityoftechnology,suot,沙尔鲁德理工大学,沙尔鲁德理工
1292,shibaurainstituteoftechnologytokyo,siott,芝浦工業大学,芝浦工業
1293,shigauniversityofmedicalscience,suoms,滋贺医科大学,滋贺医科
1294,shimaneuniversity,su,岛根大学,岛根
1295,shinshuuniversity,su,信州大学,信州
1296,shirazuniversityofmedicalsciences,suoms,设拉子医科大学,设拉子医科
1297,shizuokauniversity,su,静冈大学,静冈
1298,universityofshizuoka,uos,静冈县立大学,静冈县立
1299,showauniversity,su,昭和大学,昭和
1300,siberianfederaluniversity,sfu,西伯利亚联邦大学,西伯利亚联邦
1301,siksha‘o’anusandhan,s‘a,印度奥里萨邦大学,印度奥里萨邦
1302,universityofsilesiainkatowice,uosik,西里西亚大学,西里西亚
1303,silesianuniversityoftechnology,suot,西里西亚工业大学,西里西亚工业
1304,silpakornuniversity,su,泰国艺术大学,泰国艺术
1305,simónbolívaruniversity,sbu,西蒙·玻利瓦尔大学,西蒙·玻利瓦尔
1306,universityofthesinosvalley,uotsv,铃谷大学,铃谷
1307,slovakuniversityoftechnologyinbratislava,suotib,斯洛伐克工业大学,斯洛伐克工业
1308,sofiauniversity,su,加州索非亚大学,加州索非亚
1309,sohaguniversity,su,索哈杰大学,索哈杰
1310,universityofsonora,uos,索诺拉大学,索诺拉
1311,soongsiluniversity,su,崇实大学,崇实
1312,sophiauniversity,su,上智大学,上智
1313,universityofsousse,uos,苏斯大学,苏斯
1314,universityofsouthafrica,uosa,南非大学,南非
1315,universityofsouthchina,uosc,南华大学,南华
1316,southernfederaluniversity,sfu,南方联邦大学,南方联邦
1317,southernmedicaluniversity,smu,南方医科大学,南方医科
1318,southuralstateuniversity,susu,南乌拉尔州立大学,南乌拉尔州立
1319,southvalleyuniversity,svu,南谷大学,南谷
1320,universityofsouthwales,uosw,南威尔士大学,南威尔士
1321,southwestjiaotonguniversity,sju,西南交通大学,西南交通
1322,srinakharinwirotuniversity,su,诗纳卡琳威洛大学,诗纳卡琳威洛
1323,srminstituteofscienceandtechnology,siosat,斯里纳玛斯旺纪念大学,斯里纳玛斯旺纪念
1324,stateuniversityofmaringá,suom,马林加州立大学,马林加州立
1325,stateuniversityofpontagrossa,suopg,庞塔州立大学,庞塔州立
1326,stateuniversityofsantacruz,suosc,圣克鲁兹州立大学,圣克鲁兹州立
1327,stpetersburgelectrotechnicaluniversity(leti),speu(,圣彼得堡电工大学（莱蒂）,圣彼得堡电工（莱蒂）
1328,süleymandemireluniversity,sdu,苏莱曼德米雷尔大学,苏莱曼德米雷尔
1329,sumystateuniversity,ssu,苏梅州立大学,苏梅州立
1330,suranareeuniversityoftechnology,suot,苏兰拉里技术大学,苏兰拉里技术
1331,swpsuniversityofsocialsciencesandhumanities,suossah,波兰华沙社会科学与人文大学,波兰华沙社会科学与人文
1332,szentistvánuniversity,siu,圣斯蒂芬大学,圣斯蒂芬
1333,universityoftalca,uot,塔尔卡大学,塔尔卡
1334,tamilnaduagriculturaluniversity,tnau,泰米尔纳德邦农业大学,泰米尔纳德邦农业
1335,tamkanguniversity,tu,淡江大学,淡江
1336,universityoftarapacá,uot,塔拉帕克大学,塔拉帕克
1337,tarasshevchenkonationaluniversityofkyiv,tsnuok,基辅国立大学,基辅国立
1338,"technicaluniversityofcluj,napoca",tuocn,克卢日-纳波卡理工大学,克卢日-纳波卡理工
1339,technicaluniversityofkošice,tuok,科希策技术大学,科希策技术
1340,technicaluniversityofliberec,tuol,利贝雷茨工业大学,利贝雷茨工业
1341,"universityoftechnology,iraq",uoti,伊拉克理工大学,伊拉克理工
1342,universititeknologimara,utm,玛拉工艺大学,玛拉工艺
1343,texasstateuniversity,tsu,德克萨斯州立大学,德克萨斯州立
1344,thammasatuniversity,tu,泰国法政大学,泰国法政
1345,universityoftlemcen,uot,特莱姆森大学,特莱姆森
1346,tobbuniversityofeconomicsandtechnology,tuoeat,图拨经济技术大学,图拨经济技术
1347,tohouniversity,tu,东邦大学,东邦
1348,tokaiuniversity,tu,东海大学（日本）,东海（日本）
1349,tokatgaziosmanpaşauniversity,tgu,格基奥马帕萨大学,格基奥马帕萨
1350,tokushimauniversity,tu,德岛大学,德岛
1351,tokyouniversityofagriculture,tuoa,东京农业大学,东京农业
1352,tokyocityuniversity,tcu,东京都市大学,东京都市
1353,tokyodenkiuniversity,tdu,东京电机大学,东京电机
1354,tokyouniversityofmarinescienceandtechnology,tuomsat,东京海洋大学,东京海洋
1355,tomasbatauniversityinzlín,tbuiz,兹林大学,兹林
1356,tottoriuniversity,tu,鸟取大学,鸟取
1357,universityoftoyama,uot,富山大学,富山
1358,toyouniversity,tu,东洋大学,东洋
1359,toyohashiuniversityoftechnology(tut),tuot(,丰桥技术大学（TUT）,丰桥技术（TUT）
1360,tribhuvanuniversity,tu,特里布万大学,特里布万
1361,tunghaiuniversity,tu,东海大学（台湾）,东海（台湾）
1362,universityoftuniselmanar,uotem,突尼斯萨尔瓦多马纳尔大学,突尼斯萨尔瓦多马纳尔
1363,tzuchiuniversity,tcu,慈济大学,慈济
1364,ufastateaviationtechnicaluniversity,usatu,乌法国立航空技术大学,乌法国立航空技术
1365,uralfederaluniversity,ufu,乌拉尔联邦大学,乌拉尔联邦
1366,urmiauniversity,uu,乌尔米耶大学,乌尔米耶
1367,utsunomiyauniversity,uu,宇都宫大学,宇都宫
1368,universityofvalladolid,uov,巴利亚多利德大学,巴利亚多利德
1369,universityofvalparaíso,uov,瓦尔帕莱索大学,瓦尔帕莱索
1370,"universityofveterinaryandanimalsciences,lahore",uovaasl,拉合尔兽医与动物科学大学,拉合尔兽医与动物科学
1371,vietnamnationaluniversity(hochiminhcity),vnu(cmc,胡志明国立大学,胡志明国立
1372,vilniusgediminastechnicaluniversity,vgtu,维尔纽斯工业大学,维尔纽斯工业
1373,v.n.karazinkharkivnationaluniversity,vkknu,哈尔科夫国立大学,哈尔科夫国立
1374,volgogradstatetechnicaluniversity,vstu,伏尔加格勒州立技术大学,伏尔加格勒州立技术
1375,voronezhstateuniversity,vsu,沃罗涅日国立大学,沃罗涅日国立
1376,"všb, technicaluniversityofostrava","v,tuoo",俄斯特拉法工业大学,俄斯特拉法工业
1377,warsawuniversityoftechnology,wuot,华沙工业大学,华沙工业
1378,wenzhoumedicaluniversity,wmu,温州医科大学,温州医科
1379,universityofwestbohemia,uowb,西波希米亚大学,西波希米亚
1380,westernparanástateuniversity(unioeste),wpsu(,西帕兰州立大学,西帕兰州立
1381,westuniversityoftimişoara,wuot,西蒂米什瓦拉大学,西蒂米什瓦拉
1382,wrocławuniversityofscienceandtechnology,wuosat,弗罗茨瓦夫科技大学,弗罗茨瓦夫科技
1383,yamagatauniversity,yu,山形大学,山形
1384,yamaguchiuniversity,yu,山口大学,山口
1385,universityofyamanashi,uoy,山梨大学,山梨
1386,yanshanuniversity,yu,燕山大学,燕山
1387,yarmoukuniversity,yu,耶尔穆克大学,耶尔穆克
1388,yazduniversity,yu,亚兹德大学,亚兹德
1389,yeditepeuniversity,yu,叶迪特佩大学,叶迪特佩
1390,yıldıztechnicaluniversity,ytu,耶尔德兹理工大学,耶尔德兹理工
1391,yokohamanationaluniversity,ynu,横滨国立大学,横滨国立
1392,yuanzeuniversity,yzu,元智大学,元智
1393,zagaziguniversity,zu,扎加齐格大学,扎加齐格
1394,universityofzagreb,uoz,萨格勒布大学,萨格勒布
1395,universityofzanjan,uoz,赞詹大学,赞詹
1396,zhejianguniversityoftechnology,zuot,浙江工业大学,浙江工业
